Class,Course,Title,Section,Type,Days,Time,Room,Location,Instructor (*) Additional Instructor,Status
15322,MED 817TUT,Inpt/amb Care Leuk/malig,I,TUT,TBA, TBA,ARR,Off Campus (US Only), Alam,Open w/ Reserves
15323,MED 817TUT,Inpt/amb Care Leuk/malig,J,TUT,TBA, TBA,ARR,Off Campus (US Only), Alam,Open w/ Reserves
15324,MED 817TUT,Inpt/amb Care Leuk/malig,K,TUT,TBA, TBA,ARR,Off Campus (US Only), Alam,Open w/ Reserves
15325,MED 817TUT,Inpt/amb Care Leuk/malig,L,TUT,TBA, TBA,ARR,Off Campus (US Only), Alam,Closed
15319,MED 817TUT,Inpt/amb Care Leuk/malig,M,TUT,TBA, TBA,ARR,Off Campus (US Only), Alam,Closed
15327,MED 821TUT,Gastroenterology-Liver,G-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Ismail,Open
15328,MED 821TUT,Gastroenterology-Liver,H-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Ismail,Open
15329,MED 821TUT,Gastroenterology-Liver,I-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Ismail,Open
15330,MED 821TUT,Gastroenterology-Liver,J-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Ismail,Open
15331,MED 821TUT,Gastroenterology-Liver,K-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Ismail,Open
15332,MED 821TUT,Gastroenterology-Liver,L-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Ismail,Closed
15326,MED 821TUT,Gastroenterology-Liver,M-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Ismail,Closed
15526,MED 851TUT,Pulmonary Disease Micu,G-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Monegro,Open
15527,MED 851TUT,Pulmonary Disease Micu,H-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Monegro,Closed
15528,MED 851TUT,Pulmonary Disease Micu,I-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Monegro,Closed
15529,MED 851TUT,Pulmonary Disease Micu,J-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Monegro,Open w/ Reserves
15530,MED 851TUT,Pulmonary Disease Micu,K-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Monegro,Open w/ Reserves
15531,MED 851TUT,Pulmonary Disease Micu,L-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Monegro,Closed
15525,MED 851TUT,Pulmonary Disease Micu,M-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Monegro,Closed
22276,MED 860TUT,Geriatric Medicine,G,TUT,TBA, TBA,ARR,Off Campus (US Only), Saludades,Open
22277,MED 860TUT,Geriatric Medicine,H,TUT,TBA, TBA,ARR,Off Campus (US Only), Saludades,Open
22278,MED 860TUT,Geriatric Medicine,I,TUT,TBA, TBA,ARR,Off Campus (US Only), Saludades,Open
22279,MED 860TUT,Geriatric Medicine,J,TUT,TBA, TBA,ARR,Off Campus (US Only), Saludades,Open
22280,MED 860TUT,Geriatric Medicine,K,TUT,TBA, TBA,ARR,Off Campus (US Only), Saludades,Open
22281,MED 860TUT,Geriatric Medicine,L,TUT,TBA, TBA,ARR,Off Campus (US Only), Saludades,Open
15533,MED 862TUT,Inpt/amb Care Oncology,G-R,TUT,TBA, TBA,ARR,Off Campus (US Only), Pili,Open
15534,MED 862TUT,Inpt/amb Care Oncology,H-R,TUT,TBA, TBA,ARR,Off Campus (US Only), Pili,Open
15535,MED 862TUT,Inpt/amb Care Oncology,I-R,TUT,TBA, TBA,ARR,Off Campus (US Only), Pili,Open
15536,MED 862TUT,Inpt/amb Care Oncology,J-R,TUT,TBA, TBA,ARR,Off Campus (US Only), Pili,Open
15537,MED 862TUT,Inpt/amb Care Oncology,K-R,TUT,TBA, TBA,ARR,Off Campus (US Only), Pili,Open
15538,MED 862TUT,Inpt/amb Care Oncology,L-R,TUT,TBA, TBA,ARR,Off Campus (US Only), Pili,Open
15532,MED 862TUT,Inpt/amb Care Oncology,M-R,TUT,TBA, TBA,ARR,Off Campus (US Only), Pili,Open
15540,MED 870TUT,International Health,G-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15541,MED 870TUT,International Health,H-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15542,MED 870TUT,International Health,I-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15543,MED 870TUT,International Health,J-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15544,MED 870TUT,International Health,K-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15545,MED 870TUT,International Health,L-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Closed
15539,MED 870TUT,International Health,M-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Closed
15546,MED 880TUT,Palliative Medicine,G,TUT,TBA, TBA,ARR,Off Campus (US Only), Swami,Open w/ Reserves
15547,MED 880TUT,Palliative Medicine,H,TUT,TBA, TBA,ARR,Off Campus (US Only), Swami,Closed
15548,MED 880TUT,Palliative Medicine,I,TUT,TBA, TBA,ARR,Off Campus (US Only), Swami,Closed
15549,MED 880TUT,Palliative Medicine,J,TUT,TBA, TBA,ARR,Off Campus (US Only), Swami,Closed
15550,MED 880TUT,Palliative Medicine,K,TUT,TBA, TBA,ARR,Off Campus (US Only), Swami,Closed
22261,MED 881TUT,Introduction To Med Oncology,G,TUT,TBA, TBA,ARR,Off Campus (US Only), Pili,Open
22262,MED 881TUT,Introduction To Med Oncology,H,TUT,TBA, TBA,ARR,Off Campus (US Only), Pili,Closed
22263,MED 881TUT,Introduction To Med Oncology,I,TUT,TBA, TBA,ARR,Off Campus (US Only), Pili,Open
22264,MED 881TUT,Introduction To Med Oncology,J,TUT,TBA, TBA,ARR,Off Campus (US Only), Pili,Closed
21115,MED 881TUT,Introduction To Med Oncology,K,TUT,TBA, TBA,ARR,Off Campus (US Only), Pili,Open
24057,MED 881TUT,Introduction To Med Oncology,L,TUT,TBA, TBA,ARR,Off Campus (US Only), Pili,Closed
24058,MED 881TUT,Introduction To Med Oncology,M,TUT,TBA, TBA,ARR,Off Campus (US Only), Pili,Closed
15552,MED 890TUT,Course At Other Univ,G-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open w/ Reserves
15553,MED 890TUT,Course At Other Univ,H-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open w/ Reserves
15554,MED 890TUT,Course At Other Univ,I-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open w/ Reserves
15555,MED 890TUT,Course At Other Univ,J-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open w/ Reserves
15556,MED 890TUT,Course At Other Univ,K-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open w/ Reserves
15557,MED 890TUT,Course At Other Univ,L-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open w/ Reserves
15551,MED 890TUT,Course At Other Univ,M-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open w/ Reserves
15559,MED 900TUT,Preceptorship In Medicine,G-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15560,MED 900TUT,Preceptorship In Medicine,H-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15561,MED 900TUT,Preceptorship In Medicine,I-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15562,MED 900TUT,Preceptorship In Medicine,J-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15563,MED 900TUT,Preceptorship In Medicine,K-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15564,MED 900TUT,Preceptorship In Medicine,L-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Closed
15558,MED 900TUT,Preceptorship In Medicine,M-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Closed
15845,MED 950TUT,Research In Medicine,G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15849,MED 950TUT,Research In Medicine,H,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15566,MED 950TUT,Research In Medicine,I,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15850,MED 950TUT,Research In Medicine,J,TUT,TBA, TBA,ARR,Off Campus (US Only), Staff  * Hufmeyer,Open
15851,MED 950TUT,Research In Medicine,K,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15852,MED 950TUT,Research In Medicine,L,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Closed
15565,MED 950TUT,Research In Medicine,M,TUT,, Multiple meeting patterns.,ARR,, Hufmeyer,Closed
22352,IDM 521TUT,Clin Pract Of Med,1,TUT,, Multiple meeting patterns.,See class detail,, Symons,Open
22359,IDM 540TUT,Cont Exp Clin Med,1,TUT,TBA, TBA,ARR,Downtown Campus, Milling,Open
19806,IDM 560TUT,Health In The Neighborhood,1,TUT,W, 1:00 PM - 4:00 PM,955 Mai 1228,Downtown Campus, Milling,Open
19805,IDM 621TUT,Clin Pract Of Med,1,TUT,W, 1:00 PM - 2:15 PM,955 Mai 2220A&B,Downtown Campus, Staff,Open
22360,IDM 640TUT,Cont Exp Clin Med,1,TUT,TBA, TBA,ARR,Downtown Campus, Milling,Open
22363,IDM 701TUT,Dilemmas In Clin Medicine,1,TUT,TBA, TBA,ARR,Downtown Campus, Milling,Open
22298,IDM 730TUT,Core Topics In Medicine,1,TUT,, Multiple meeting patterns.,See class detail,, Bordonaro,Open
22299,IDM 731TUT,Usmle Step 1 Additional Study,3A,TUT,TBA, TBA,ARR,Off Campus (US Only), Milling,Closed
22364,IDM 810TUT,Transition To Residency,K,TUT,TBA, TBA,ARR,Downtown Campus, Milling,Open
23838,IDM 820TUT,Intro To Designing Medical Cur,G,TUT,TBA, TBA,ARR,Downtown Campus, Milling,Closed
23839,IDM 820TUT,Intro To Designing Medical Cur,H,TUT,TBA, TBA,ARR,Downtown Campus, Milling,Open
23840,IDM 820TUT,Intro To Designing Medical Cur,I,TUT,TBA, TBA,ARR,Downtown Campus, Milling,Closed
23841,IDM 820TUT,Intro To Designing Medical Cur,J,TUT,TBA, TBA,ARR,Downtown Campus, Milling,Open
23842,IDM 820TUT,Intro To Designing Medical Cur,K,TUT,TBA, TBA,ARR,Downtown Campus, Milling,Open
10279,MIC 502LEC,Medical Microbiology,000,LEC,T R, 1:00 PM - 2:50 PM,Farber 150,South Campus, * Denardin,Open
13320,MIC 512LEC,Fund Of Immunology,000,LEC,T R, 2:00 PM - 4:00 PM,955 Mai 1225A,Downtown Campus, Staff  * Bou Ghanem  * Kay,Open
10435,MIC 516LEC,Bacteriology,000,LEC,T R, 2:00 PM - 4:00 PM,955 Mai 1225A,Downtown Campus, Staff  * Armbruster,Open
24061,MIC 596LAB,Ms Research,ADE,LAB,TBA, TBA,ARR,Downtown Campus, * Adelaiye-Ogala,Open
20029,MIC 596LAB,Ms Research,ARM,LAB,TBA, TBA,ARR,Downtown Campus, * Armbruster,Open
22485,MIC 596LAB,Ms Research,BAR,LAB,TBA, TBA,ARR,Downtown Campus, * Barbi,Open
22471,MIC 596LAB,Ms Research,BLA,LAB,TBA, TBA,ARR,Downtown Campus, Blader,Open
19395,MIC 596LAB,Ms Research,BNG,LAB,TBA, TBA,ARR,Downtown Campus, * Bangs,Open
19252,MIC 596LAB,Ms Research,BOU,LAB,TBA, TBA,ARR,Downtown Campus, * Bou Ghanem,Open
19954,MIC 596LAB,Ms Research,CON,LAB,TBA, TBA,ARR,Downtown Campus, * Connell,Open
22486,MIC 596LAB,Ms Research,JAC,LAB,TBA, TBA,ARR,Downtown Campus, * Jacobs,Open
22484,MIC 596LAB,Ms Research,KAY,LAB,TBA, TBA,ARR,Downtown Campus, * Kay,Open
20048,MIC 596LAB,Ms Research,MEL,LAB,TBA, TBA,ARR,Downtown Campus, * Melendy,Open
19365,MIC 596LAB,Ms Research,PAN,LAB,TBA, TBA,ARR,Downtown Campus, * Panepinto,Open
20002,MIC 596LAB,Ms Research,REA,LAB,TBA, TBA,ARR,Downtown Campus, * Read,Open
24055,MIC 596LAB,Ms Research,REY,LAB,TBA, TBA,ARR,Downtown Campus, * Reynolds,Open
21169,MIC 596LAB,Ms Research,SIN,LAB,TBA, TBA,ARR,Arranged, Sinha  * Blader,Open
19344,MIC 596LAB,Ms Research,STA,LAB,TBA, TBA,ARR,Downtown Campus, * Stavrou,Open
22483,MIC 596LAB,Ms Research,SUR,LAB,TBA, TBA,ARR,Downtown Campus, * Surtees,Open
19342,MIC 596LAB,Ms Research,WOH,LAB,TBA, TBA,ARR,Downtown Campus, * Wohlfert,Open
18092,MIC 597TUT,Ms Project,CON,TUT,TBA, TBA,ARR,Downtown Campus, Connell,Open
20097,MIC 597TUT,Ms Project,PAN,TUT,TBA, TBA,ARR,Downtown Campus, Panepinto,Open
20047,MIC 597TUT,Ms Project,WOH,TUT,TBA, TBA,ARR,Downtown Campus, Wohlfert,Open
17997,MIC 598TUT,Ms Thesis,BLA,TUT,TBA, TBA,ARR,Arranged, Blader,Open w/ Reserves
17623,MIC 599TUT,Supervised Teaching,JAC,TUT,TBA, TBA,ARR,Arranged, Staff  * Chambers,Open
20980,MIC 603SEM,Viruses And Cancer,TEM,SEM,W, 10:00 AM - 12:00 PM,955 Mai 5103,Downtown Campus, * Melendy,Closed
23939,MIC 608SEM,Advanced Eukaryotic Pathogens,BNG,SEM,, Multiple meeting patterns.,See class detail,, * Bangs,Open
21141,MIC 620SEM,Micro And Immunol Seminar,BLA,SEM,T, 12:15 PM - 1:15 PM,Remote,Remote, Blader,Open
18947,MIC 700TUT,Research,ARM,TUT,TBA, TBA,ARR,Downtown Campus, Armbruster,Open
17571,MIC 700TUT,Research,BLA,TUT,TBA, TBA,ARR,Downtown Campus, Blader,Open
17570,MIC 700TUT,Research,BNG,TUT,TBA, TBA,ARR,Downtown Campus, Bangs,Open
20042,MIC 700TUT,Research,BOU,TUT,TBA, TBA,ARR,Downtown Campus, Bou Ghanem,Open
17572,MIC 700TUT,Research,MEL,TUT,TBA, TBA,ARR,Downtown Campus, Melendy,Open
11611,MIC 700TUT,Research,PAN,TUT,TBA, TBA,ARR,Downtown Campus, Panepinto,Open
11452,MIC 700TUT,Research,REA,TUT,TBA, TBA,ARR,Downtown Campus, Read,Open
20071,MIC 700TUT,Research,STA,TUT,TBA, TBA,ARR,Downtown Campus, Stavrou,Open
17850,MIC 700TUT,Research,SUN,TUT,TBA, TBA,ARR,Downtown Campus, Sun,Open
11321,MIC 700TUT,Research,WOH,TUT,TBA, TBA,ARR,Downtown Campus, Wohlfert,Open
23709,MUS 500SEM,Colloquium,STR,SEM,M, 3:00 PM - 5:40 PM,Baird 111,North Campus, Strykowski,Open
17685,MUS 513LAB,Break On Through,TBD,LAB,F, 2:00 PM - 4:00 PM,ARR,North Campus, Staff,Open
18990,MUS 515SEM,Musicology Seminar,CUR,SEM,T, 4:00 PM - 7:00 PM,Baird 111,North Campus, Currie,Closed
13512,MUS 521LAB,University Chorus,BRO,LAB,W, 3:30 PM - 5:30 PM,Baird 250,North Campus, Brown,Open
13544,MUS 531LAB,Ub Concert Band,NEL,LAB,M W, 4:00 PM - 5:00 PM,Baird B1,North Campus, Staff,Open
19215,MUS 532TUT,Ub Wind Ensemble,NEL,TUT,F, 4:00 PM - 5:00 PM,ARR,North Campus, Nelson,Open
13501,MUS 538TUT,Ub Symphony Orchestra,LAU,TUT,M, 5:50 PM - 8:30 PM,ARR,North Campus, Lauber,Open
14492,MUS 540LAB,Chamber Music,BRO,LAB,TBA, TBA,ARR,North Campus, Brown,Open w/ Reserves
14434,MUS 540LAB,Chamber Music,CAL,LAB,TBA, TBA,ARR,North Campus, Caldwell,Open w/ Reserves
14417,MUS 540LAB,Chamber Music,DAR,LAB,TBA, TBA,ARR,North Campus, Darling,Open w/ Reserves
13150,MUS 540LAB,Chamber Music,DUM,LAB,M, 4:30 PM - 6:30 PM,,North Campus, Dumouchelle,Open w/ Reserves
12570,MUS 540LAB,Chamber Music,FAC,LAB,TBA, TBA,ARR,North Campus, Fackelman,Open w/ Reserves
12421,MUS 540LAB,Chamber Music,GOL,LAB,TBA, TBA,ARR,North Campus, Golove,Open w/ Reserves
12310,MUS 540LAB,Chamber Music,HUE,LAB,TBA, TBA,ARR,North Campus, Huebner,Open w/ Reserves
19937,MUS 540LAB,Chamber Music,KIM,LAB,TBA, TBA,ARR,North Campus, Kim,Open w/ Reserves
11621,MUS 540LAB,Chamber Music,NEL,LAB,TBA, TBA,ARR,North Campus, Nelson,Open w/ Reserves
14623,MUS 540LAB,Chamber Music,OPN,LAB,TBA, TBA,ARR,North Campus, Darling,Open w/ Reserves
20132,MUS 540LAB,Chamber Music,TUM,LAB,TBA, TBA,Baird 240,North Campus, Tumiel,Open w/ Reserves
14842,MUS 540LAB,Chamber Music,WHI,LAB,TBA, TBA,Baird 414,North Campus, White,Open w/ Reserves
12087,MUS 543LAB,Percussion Ensemble,KOL,LAB,TBA, TBA,Baird B1,North Campus, Kolor,Open
13480,MUS 547LAB,Contemporary Ensemble,000,LAB,TBA, TBA,ARR,North Campus, Kolor,Open
17153,MUS 550TUT,Opera Studio,DUM,TUT,TBA, TBA,ARR,North Campus, Dumouchelle,Open
13372,MUS 551LAB,University Choir,BRO,LAB,T R, 4:15 PM - 6:15 PM,ARR,North Campus, Brown,Open w/ Reserves
11092,MUS 557LAB,Jazz Ensemble Combo,CA2,LAB,M, 4:30 PM - 5:30 PM,ARR,North Campus, Caldwell,Open w/ Reserves
14990,MUS 557LAB,Jazz Ensemble Combo,CAL,LAB,T, 7:30 PM - 9:30 PM,ARR,North Campus, Caldwell,Open w/ Reserves
17859,MUS 559TUT,Piano,CAL,TUT,TBA, TBA,Baird 446,North Campus, Caldwell,Open w/ Reserves
23278,MUS 559TUT,Piano,SCH,TUT,TBA, TBA,Baird 402,North Campus, Schmid,Open
21312,MUS 560TUT,Piano,CAL,TUT,TBA, TBA,Baird 314,North Campus, Caldwell,Open w/ Reserves
23279,MUS 560TUT,Piano,SCH,TUT,TBA, TBA,Baird 402,North Campus, Schmid,Open
11878,MUS 564TUT,Organ,MAR,TUT,TBA, TBA,Baird 448,North Campus, Martin,Open w/ Reserves
11862,MUS 566TUT,Harpsichord,MAR,TUT,TBA, TBA,Baird 448,North Campus, Martin,Open w/ Reserves
16466,MUS 568TUT,Guitar,SHI,TUT,TBA, TBA,Baird 216,North Campus, Staff,Open w/ Reserves
18587,MUS 570TUT,Voice,BRO,TUT,TBA, TBA,Baird 210,North Campus, Brown,Open w/ Reserves
13151,MUS 570TUT,Voice,DUM,TUT,TBA, TBA,Baird 312,North Campus, Dumouchelle,Open w/ Reserves
14992,MUS 571TUT,Violin,WHI,TUT,TBA, TBA,Baird 414,North Campus, White,Open w/ Reserves
14991,MUS 573TUT,Viola,DAR,TUT,TBA, TBA,Baird 414,North Campus, Darling,Open w/ Reserves
12426,MUS 576TUT,Cello,GOL,TUT,TBA, TBA,Baird 406,North Campus, Golove,Open w/ Reserves
14993,MUS 577TUT,Double Bass,ADE,TUT,, Multiple meeting patterns.,See class detail,, Adeyola,Open
21958,MUS 577TUT,Double Bass,PEN,TUT,TBA, TBA,Baird 450,North Campus, Pendley,Open w/ Reserves
12571,MUS 580TUT,Saxophone,FAC,TUT,TBA, TBA,Baird 430,North Campus, Fackelman,Open w/ Reserves
12767,MUS 582TUT,Flute,KIM,TUT,TBA, TBA,Baird 316,North Campus, Kim,Open w/ Reserves
11879,MUS 584TUT,Oboe,KYL,TUT,TBA, TBA,ARR,North Campus, Kyle,Open w/ Reserves
12090,MUS 586TUT,Clarinet,TUM,TUT,TBA, TBA,Baird 240,North Campus, Tumiel,Open w/ Reserves
10679,MUS 588TUT,Bassoon,EIN,TUT,TBA, TBA,Baird 214,North Campus, Einschlag,Open w/ Reserves
14994,MUS 589TUT,French Horn,MUZ,TUT,TBA, TBA,Baird B3,North Campus, Muzyk,Open w/ Reserves
11619,MUS 592TUT,Trumpet,NEL,TUT,TBA, TBA,Baird B3,North Campus, Nelson,Open w/ Reserves
11979,MUS 594TUT,Trombone,TBD,TUT,TBA, TBA,Baird B3,North Campus, Lanighan,Open w/ Reserves
14995,MUS 595TUT,Tuba,TBD,TUT,TBA, TBA,Baird B3,North Campus, Lanighan,Open w/ Reserves
22594,MUS 597TUT,Percussion,BAC,TUT,TBA, TBA,ARR,North Campus, Bacon,Open
12088,MUS 598TUT,Percussion,KOL,TUT,TBA, TBA,Baird B20,North Campus, Kolor,Open w/ Reserves
14445,MUS 599TUT,Supervised Teaching,CUR,TUT,TBA, TBA,Baird 418,North Campus, Currie,Open w/ Reserves
12526,MUS 599TUT,Supervised Teaching,FDR,TUT,TBA, TBA,Slee 116,North Campus, Felder,Open w/ Reserves
21963,MUS 599TUT,Supervised Teaching,GOL,TUT,TBA, TBA,ARR,North Campus, Golove,Open
21962,MUS 599TUT,Supervised Teaching,KOL,TUT,TBA, TBA,ARR,North Campus, Kolor,Open
21964,MUS 599TUT,Supervised Teaching,MOS,TUT,TBA, TBA,ARR,North Campus, Moseley,Open
22828,MUS 600TUT,Tutorial,BAC,TUT,TBA, TBA,ARR,North Campus, Bacon,Open
11353,MUS 600TUT,Tutorial,BRO,TUT,TBA, TBA,ARR,North Campus, Brown,Open w/ Reserves
12735,MUS 600TUT,Tutorial,CUR,TUT,TBA, TBA,Baird 418,North Campus, Currie,Open w/ Reserves
13149,MUS 600TUT,Tutorial,DUM,TUT,TBA, TBA,ARR,North Campus, Dumouchelle,Open w/ Reserves
12424,MUS 600TUT,Tutorial,GOL,TUT,TBA, TBA,Baird 214,North Campus, Golove,Open w/ Reserves
15867,MUS 600TUT,Tutorial,HUE,TUT,TBA, TBA,Baird 402,North Campus, Huebner,Open w/ Reserves
15906,MUS 600TUT,Tutorial,KOL,TUT,TBA, TBA,ARR,North Campus, Kolor,Open w/ Reserves
15889,MUS 600TUT,Tutorial,LAU,TUT,TBA, TBA,Baird 302,North Campus, Lauber,Open w/ Reserves
16852,MUS 600TUT,Tutorial,MOS,TUT,TBA, TBA,ARR,North Campus, Moseley,Open w/ Reserves
11622,MUS 600TUT,Tutorial,NEL,TUT,TBA, TBA,Baird 216,North Campus, Nelson,Open w/ Reserves
18508,MUS 600TUT,Tutorial,SER,TUT,TBA, TBA,ARR,North Campus, Serio,Open w/ Reserves
12384,MUS 600TUT,Tutorial,STR,TUT,TBA, TBA,ARR,North Campus, Strykowski,Open w/ Reserves
21291,MUS 600TUT,Tutorial,TUM,TUT,TBA, TBA,Baird 240,North Campus, Tumiel,Open w/ Reserves
24011,MUS 600TUT,Tutorial,VAN,TUT,TBA, TBA,ARR,North Campus, Vander Wel,Open
21246,MUS 600TUT,Tutorial,WHI,TUT,TBA, TBA,ARR,North Campus, White,Open w/ Reserves
18529,MUS 600TUT,Tutorial,ZIM,TUT,TBA, TBA,ARR,North Campus, Zimmer,Open w/ Reserves
23792,MUS 612LEC,Computer Music,TBD,LEC,F, 1:00 PM - 3:40 PM,Baird 327,North Campus, Staff,Open
23622,MUS 622SEM,Tonal Analysis 2,MOS,SEM,W, 4:00 PM - 7:00 PM,Baird 111,North Campus, Moseley,Open
21966,MUS 628SEM,Composition Seminar,TBD,SEM,W, 1:00 PM - 3:40 PM,Baird 327,North Campus, Staff,Open
12425,MUS 628TUT,Composition,TBD,TUT,TBA, TBA,ARR,North Campus, Staff,Open
17670,MUS 635TUT,Advanced Conducting,LAU,TUT,TBA, TBA,ARR,North Campus, Lauber,Closed
12736,MUS 700TUT,Doctoral Dissertat Direct,CUR,TUT,TBA, TBA,Baird 418,North Campus, Currie,Open w/ Reserves
12524,MUS 700TUT,Doctoral Dissertat Direct,FDR,TUT,TBA, TBA,Remote,Remote, Felder,Open w/ Reserves
17849,MUS 700TUT,Doctoral Dissertat Direct,GOL,TUT,TBA, TBA,Baird 406,North Campus, Golove,Open w/ Reserves
17295,MUS 700TUT,Doctoral Dissertat Direct,MOS,TUT,TBA, TBA,Baird 418,Remote, Moseley,Open w/ Reserves
22814,MUS 700TUT,Doctoral Dissertat Direct,VAN,TUT,TBA, TBA,ARR,Remote, Vander Wel,Open
21266,NEU 600TUT,Graduate Research In Neurology,1,TUT,TBA, TBA,Remote,Remote, Covey,Open
22646,NEU 600TUT,Graduate Research In Neurology,COV,TUT,TBA, TBA,,South Campus, Covey,Open
22644,NEU 600TUT,Graduate Research In Neurology,DWY,TUT,M T W R F, TBA,,Downtown Campus, Dwyer,Open
22645,NEU 600TUT,Graduate Research In Neurology,SHU,TUT,M T W R F, TBA,,South Campus, Shucard,Open
22647,NEU 600TUT,Graduate Research In Neurology,ZIV,TUT,M T W R F, TBA,,Downtown Campus, Zivadinov  * Metcalfe,Open
15596,NEU 801TUT,Basic Clin Neurology,G-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Kandel,Open
15597,NEU 801TUT,Basic Clin Neurology,H-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Kandel,Closed
15598,NEU 801TUT,Basic Clin Neurology,I-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Kandel,Closed
15599,NEU 801TUT,Basic Clin Neurology,J-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Kandel,Open
15600,NEU 801TUT,Basic Clin Neurology,K-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Kandel,Open
15601,NEU 801TUT,Basic Clin Neurology,L-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Kandel,Open
22660,NEU 801TUT,Basic Clin Neurology,M,TUT,TBA, TBA,ARR,Off Campus (US Only), Kandel,Open
15602,NEU 805TUT,Advanced Neurology,G-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Kandel,Open
15653,NEU 805TUT,Advanced Neurology,H-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Kandel,Open
15654,NEU 805TUT,Advanced Neurology,I-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Kandel,Open
15655,NEU 805TUT,Advanced Neurology,J-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Kandel,Open
15656,NEU 805TUT,Advanced Neurology,K-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Kandel,Open
15657,NEU 805TUT,Advanced Neurology,L-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Kandel,Closed
20206,NEU 805TUT,Advanced Neurology,M-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Kandel,Closed
15658,NEU 890TUT,Course At Other Univ,G-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Paroski,Open
15659,NEU 890TUT,Course At Other Univ,H-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Paroski,Open
15660,NEU 890TUT,Course At Other Univ,I-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Paroski,Open
15661,NEU 890TUT,Course At Other Univ,J-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Paroski,Open
15663,NEU 950TUT,Research In Neurology,G-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Paroski,Open
15664,NEU 950TUT,Research In Neurology,H-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Paroski,Open
15665,NEU 950TUT,Research In Neurology,I-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Paroski,Open
15666,NEU 950TUT,Research In Neurology,J-E,TUT,TBA, TBA,ARR,Off Campus (US Only), Paroski,Open
21330,NEU 950TUT,Research In Neurology,K,TUT,TBA, TBA,ARR,Off Campus (US Only), Paroski,Closed
